controller,scenario,trial,seed,collision,min_separation,colreg_compliance,path_efficiency,avg_speed,path_length
CC-CBF,overtaking,33,33,0,9.359,1.0,0.9949,2.6785,201.03
CC-CBF,overtaking,34,34,0,10.277,1.0,1.0211,2.6796,195.88
CC-CBF,overtaking,35,35,0,22.081,1.0,1.028,2.6596,194.55
CC-CBF,overtaking,36,36,0,9.171,1.0,0.6006,2.6037,333.01
CC-CBF,overtaking,37,37,0,10.203,1.0,1.0225,2.6757,195.59
CC-CBF,overtaking,38,38,0,10.485,1.0,1.0163,2.6721,196.8
CC-CBF,overtaking,39,39,0,8.662,1.0,1.0023,2.6855,199.53
CC-CBF,overtaking,40,40,0,9.939,1.0,1.026,2.6648,194.93
CC-CBF,overtaking,41,41,0,8.984,1.0,1.0,2.6826,199.99
CC-CBF,overtaking,42,42,0,9.221,1.0,1.0055,2.6698,198.9
CC-CBF,overtaking,43,43,0,8.935,1.0,0.9879,2.6922,202.45
CC-CBF,overtaking,44,44,0,10.842,1.0,1.0241,2.6679,195.29
CC-CBF,overtaking,45,45,0,9.211,1.0,1.0199,2.6789,196.09
CC-CBF,overtaking,46,46,0,18.764,1.0,1.0302,2.6631,194.14
CC-CBF,overtaking,47,47,0,9.281,1.0,1.021,2.6761,195.89
CC-CBF,overtaking,48,48,0,10.886,1.0,1.0279,2.6654,194.58
CC-CBF,overtaking,49,49,0,10.181,1.0,1.0218,2.6702,195.73
C3BF,overtaking,0,0,0,14.412,0.0,1.0243,2.6711,195.26
C3BF,overtaking,1,1,0,7.286,1.0,1.0037,2.6729,199.26
C3BF,overtaking,2,2,0,16.917,0.0,1.0308,2.6688,194.02
C3BF,overtaking,3,3,0,9.359,0.0,1.0195,2.6671,196.17
C3BF,overtaking,4,4,0,13.786,1.0,1.03,2.6672,194.17
C3BF,overtaking,5,5,0,8.872,1.0,0.9916,2.6695,201.68
C3BF,overtaking,6,6,0,15.044,1.0,1.0284,2.6678,194.48
C3BF,overtaking,7,7,0,9.82,1.0,1.0107,2.6688,197.89
C3BF,overtaking,8,8,0,7.031,0.0203,0.6828,2.6911,292.93
C3BF,overtaking,9,9,0,11.217,0.0,1.0163,2.6665,196.79
C3BF,overtaking,10,10,0,17.374,0.0,1.0318,2.6662,193.83
C3BF,overtaking,11,11,0,9.879,1.0,1.008,2.6669,198.42
C3BF,overtaking,12,12,0,12.699,1.0,1.0255,2.6642,195.02
C3BF,overtaking,13,13,0,11.688,1.0,1.0307,2.6655,194.05
C3BF,overtaking,14,14,0,13.992,1.0,1.0314,2.6708,193.9
C3BF,overtaking,15,15,0,12.324,1.0,1.0207,2.6676,195.94
C3BF,overtaking,16,16,0,8.052,0.0,1.0051,2.6692,198.99
C3BF,overtaking,17,17,0,17.974,0.0,1.0354,2.6663,193.17
C3BF,overtaking,18,18,0,8.442,0.0,1.0177,2.6682,196.51
C3BF,overtaking,19,19,0,16.623,0.9032,1.027,2.6658,194.73
C3BF,overtaking,20,20,0,17.221,0.9505,1.0313,2.6675,193.93
C3BF,overtaking,21,21,0,18.85,0.7888,1.0418,2.6682,191.98
C3BF,overtaking,22,22,0,11.652,0.0,1.0225,2.6667,195.6
C3BF,overtaking,23,23,0,15.824,0.0,1.0301,2.6687,194.15
C3BF,overtaking,24,24,0,11.307,0.0,1.0091,2.6675,198.2
C3BF,overtaking,25,25,0,6.105,1.0,0.9651,2.6778,207.23
C3BF,overtaking,26,26,0,10.447,0.0,1.006,2.6704,198.81
C3BF,overtaking,27,27,0,16.715,0.9939,1.0315,2.6651,193.89
C3BF,overtaking,28,28,0,15.841,1.0,1.0332,2.6662,193.56
C3BF,overtaking,29,29,0,11.731,1.0,1.0136,2.6663,197.31
C3BF,overtaking,30,30,0,10.478,0.0,1.0129,2.6683,197.45
C3BF,overtaking,31,31,0,10.227,0.0,1.0103,2.6678,197.95
C3BF,overtaking,32,32,0,12.33,0.0,1.0246,2.6685,195.2
C3BF,overtaking,33,33,0,18.26,0.0,1.0384,2.6658,192.6
C3BF,overtaking,34,34,0,10.52,1.0,1.0125,2.6658,197.53
C3BF,overtaking,35,35,0,17.594,0.765,1.0377,2.6658,192.74
C3BF,overtaking,36,36,0,19.999,0.0,1.0462,2.6643,191.16
C3BF,overtaking,37,37,0,10.783,1.0,1.0144,2.6679,197.16
C3BF,overtaking,38,38,0,16.054,0.0,1.0295,2.6666,194.26
C3BF,overtaking,39,39,0,13.913,0.0,1.0327,2.6657,193.66
C3BF,overtaking,40,40,0,11.606,0.0,1.0187,2.6656,196.32
C3BF,overtaking,41,41,0,16.087,0.0,1.0351,2.6651,193.22
C3BF,overtaking,42,42,0,17.945,0.0,1.0351,2.665,193.21
C3BF,overtaking,43,43,0,18.553,0.0,1.0395,2.6667,192.4
C3BF,overtaking,44,44,0,11.448,1.0,1.0215,2.6656,195.79
C3BF,overtaking,45,45,0,8.827,0.0,1.0153,2.6675,196.99
C3BF,overtaking,46,46,0,17.431,0.9451,1.0346,2.6663,193.31
C3BF,overtaking,47,47,0,10.864,0.0,1.0216,2.6691,195.78
C3BF,overtaking,48,48,0,12.113,1.0,1.0207,2.6695,195.94
C3BF,overtaking,49,49,0,11.94,0.0,1.0243,2.6674,195.26
Rule-COLREG,overtaking,0,0,0,9.851,1.0,1.0285,2.6674,194.45
Rule-COLREG,overtaking,1,1,0,9.52,1.0,1.0127,2.6687,197.48
Rule-COLREG,overtaking,2,2,0,10.254,1.0,1.0174,2.6672,196.57
Rule-COLREG,overtaking,3,3,0,9.769,1.0,1.0178,2.6699,196.51
Rule-COLREG,overtaking,4,4,0,11.675,1.0,1.0388,2.6648,192.53
Rule-COLREG,overtaking,5,5,0,10.099,1.0,1.0001,2.6628,199.97
Rule-COLREG,overtaking,6,6,0,11.606,1.0,1.039,2.6716,192.49
Rule-COLREG,overtaking,7,7,0,9.639,1.0,1.0211,2.6648,195.87
Rule-COLREG,overtaking,8,8,1,0.0,0.9464,0.6134,2.528,326.04
Rule-COLREG,overtaking,9,9,0,10.202,1.0,1.0338,2.6758,193.46
Rule-COLREG,overtaking,10,10,0,10.205,1.0,1.0122,2.6646,197.58
Rule-COLREG,overtaking,11,11,0,9.467,1.0,1.0185,2.6717,196.37
Rule-COLREG,overtaking,12,12,0,10.871,1.0,1.0359,2.665,193.08
Rule-COLREG,overtaking,13,13,0,11.775,1.0,1.0376,2.6772,192.76
Rule-COLREG,overtaking,14,14,0,12.273,1.0,1.0392,2.6878,192.45
Rule-COLREG,overtaking,15,15,0,10.013,1.0,1.0327,2.686,193.66
Rule-COLREG,overtaking,16,16,0,10.761,1.0,1.0372,2.6635,192.84
Rule-COLREG,overtaking,17,17,0,9.833,1.0,1.0045,2.6653,199.1
Rule-COLREG,overtaking,18,18,0,9.469,1.0,1.0179,2.6659,196.48
Rule-COLREG,overtaking,19,19,0,10.351,1.0,1.0398,2.6751,192.34
Rule-COLREG,overtaking,20,20,0,12.205,1.0,1.0406,2.673,192.19
Rule-COLREG,overtaking,21,21,0,15.66,0.8969,1.0438,2.6706,191.62
Rule-COLREG,overtaking,22,22,0,9.481,1.0,1.0302,2.6686,194.14
Rule-COLREG,overtaking,23,23,0,9.814,1.0,1.0213,2.6662,195.83
Rule-COLREG,overtaking,24,24,0,10.695,1.0,1.0404,2.6643,192.23
Rule-COLREG,overtaking,25,25,0,8.932,1.0,0.9481,2.6685,210.95
Rule-COLREG,overtaking,26,26,0,12.259,1.0,1.0401,2.68,192.29
Rule-COLREG,overtaking,27,27,0,12.689,1.0,1.0401,2.6651,192.29
Rule-COLREG,overtaking,28,28,0,12.339,1.0,1.0415,2.667,192.02
Rule-COLREG,overtaking,29,29,0,9.638,1.0,1.0254,2.6664,195.05
Rule-COLREG,overtaking,30,30,0,10.688,1.0,1.0376,2.6641,192.75
Rule-COLREG,overtaking,31,31,0,11.481,1.0,1.0383,2.6662,192.63
Rule-COLREG,overtaking,32,32,0,9.486,1.0,1.024,2.6645,195.31
Rule-COLREG,overtaking,33,33,0,9.837,1.0,0.998,2.663,200.39
Rule-COLREG,overtaking,34,34,0,9.919,1.0,1.0228,2.6677,195.54
Rule-COLREG,overtaking,35,35,0,14.609,1.0,1.042,2.6622,191.95
Rule-COLREG,overtaking,36,36,0,8.714,0.9495,0.6826,2.6672,293.0
Rule-COLREG,overtaking,37,37,0,10.338,1.0,1.0241,2.6716,195.3
Rule-COLREG,overtaking,38,38,0,9.922,1.0,1.0197,2.6686,196.14
Rule-COLREG,overtaking,39,39,0,9.466,1.0,1.0007,2.6737,199.86
Rule-COLREG,overtaking,40,40,0,10.146,1.0,1.0281,2.6686,194.54
Rule-COLREG,overtaking,41,41,0,9.272,1.0,1.0011,2.6744,199.78
Rule-COLREG,overtaking,42,42,0,9.815,1.0,1.0061,2.6647,198.79
Rule-COLREG,overtaking,43,43,0,9.665,1.0,0.9872,2.6693,202.6
Rule-COLREG,overtaking,44,44,0,9.986,1.0,1.0325,2.6682,193.71
Rule-COLREG,overtaking,45,45,0,9.797,1.0,1.025,2.6673,195.11
Rule-COLREG,overtaking,46,46,0,13.517,1.0,1.041,2.6685,192.13
Rule-COLREG,overtaking,47,47,0,9.619,1.0,1.0227,2.6716,195.56
Rule-COLREG,overtaking,48,48,0,10.407,1.0,1.0318,2.6627,193.84
Rule-COLREG,overtaking,49,49,0,9.541,1.0,1.0253,2.6886,195.06
Geo-CRI,overtaking,0,0,0,9.568,0.6871,1.0209,2.6728,195.91
Geo-CRI,overtaking,1,1,0,8.801,0.6454,0.9972,2.6709,200.56
Geo-CRI,overtaking,2,2,0,9.332,0.668,1.0036,2.666,199.28
Geo-CRI,overtaking,3,3,0,8.883,0.6137,0.995,2.6659,201.0
Geo-CRI,overtaking,4,4,0,9.256,0.5645,1.0384,2.664,192.61
Geo-CRI,overtaking,5,5,0,9.111,0.2529,1.0454,2.6628,191.32
Geo-CRI,overtaking,6,6,0,9.498,0.6385,1.0306,2.6749,194.06
Geo-CRI,overtaking,7,7,0,8.963,0.6101,0.9986,2.6615,200.28
Geo-CRI,overtaking,8,8,0,8.679,0.5431,0.6152,2.681,325.07
Geo-CRI,overtaking,9,9,0,9.301,0.6012,1.0276,2.6624,194.62
Geo-CRI,overtaking,10,10,0,9.016,0.6161,0.9807,2.9247,203.94
Geo-CRI,overtaking,11,11,0,8.731,0.616,0.9949,2.6662,201.03
Geo-CRI,overtaking,12,12,0,8.976,0.6683,1.0289,2.6591,194.38
Geo-CRI,overtaking,13,13,0,8.947,0.5753,1.0352,2.6611,193.19
Geo-CRI,overtaking,14,14,0,9.023,0.5941,1.0356,2.6639,193.13
Geo-CRI,overtaking,15,15,0,9.079,0.6671,1.0237,2.6635,195.37
Geo-CRI,overtaking,16,16,0,9.083,0.5775,1.0343,2.6617,193.37
Geo-CRI,overtaking,17,17,0,9.101,0.2293,1.0444,2.6708,191.5
Geo-CRI,overtaking,18,18,0,8.91,0.6328,1.0102,2.6665,197.98
Geo-CRI,overtaking,19,19,0,9.126,0.6604,1.0302,2.6667,194.14
Geo-CRI,overtaking,20,20,0,9.443,0.6102,1.037,2.6675,192.86
Geo-CRI,overtaking,21,21,0,9.523,0.3767,1.0512,2.6647,190.26
Geo-CRI,overtaking,22,22,0,8.986,0.6621,1.0229,2.6639,195.53
Geo-CRI,overtaking,23,23,0,8.973,0.6331,0.994,2.665,201.21
Geo-CRI,overtaking,24,24,0,9.501,0.6046,1.0361,2.6642,193.02
Geo-CRI,overtaking,25,25,0,8.588,0.5898,0.8199,2.6732,243.93
Geo-CRI,overtaking,26,26,0,9.6,0.5914,1.0383,2.668,192.63
Geo-CRI,overtaking,27,27,0,9.245,0.627,1.0354,2.6661,193.16
Geo-CRI,overtaking,28,28,0,9.165,0.6036,1.0366,2.6631,192.94
Geo-CRI,overtaking,29,29,0,9.175,0.6775,1.0122,2.6611,197.59
Geo-CRI,overtaking,30,30,0,9.357,0.6036,1.0331,2.661,193.59
Geo-CRI,overtaking,31,31,0,9.279,0.623,1.0315,2.6634,193.89
Geo-CRI,overtaking,32,32,0,9.036,0.6615,1.0172,2.6624,196.62
Geo-CRI,overtaking,33,33,0,9.282,0.2455,1.0467,2.6613,191.08
Geo-CRI,overtaking,34,34,0,8.8,0.6232,1.001,2.6658,199.8
Geo-CRI,overtaking,35,35,0,9.005,0.5479,1.0448,2.666,191.42
Geo-CRI,overtaking,36,36,0,14.367,0.242,1.0529,2.6586,189.95
Geo-CRI,overtaking,37,37,0,9.372,0.6596,1.0129,2.6682,197.44
Geo-CRI,overtaking,38,38,0,8.969,0.6232,0.9925,2.6638,201.52
Geo-CRI,overtaking,39,39,0,9.029,0.2308,1.0409,2.6631,192.15
Geo-CRI,overtaking,40,40,0,9.339,0.6137,1.0229,2.6601,195.52
Geo-CRI,overtaking,41,41,0,8.731,0.616,0.9807,2.6622,203.93
Geo-CRI,overtaking,42,42,0,8.944,0.6119,0.9797,2.6634,204.15
Geo-CRI,overtaking,43,43,0,9.148,0.2414,1.0492,2.6642,190.62
Geo-CRI,overtaking,44,44,0,8.831,0.6682,1.0234,2.6624,195.42
Geo-CRI,overtaking,45,45,0,8.966,0.6069,1.02,2.6622,196.07
Geo-CRI,overtaking,46,46,0,9.608,0.5641,1.0441,2.6643,191.56
Geo-CRI,overtaking,47,47,0,8.951,0.6387,1.0176,2.6704,196.54
Geo-CRI,overtaking,48,48,0,9.036,0.6381,1.0241,2.6698,195.29
Geo-CRI,overtaking,49,49,0,9.035,0.625,1.0063,2.6624,198.75
TC-CBF,overtaking,0,0,0,8.649,0.9986,1.0197,2.663,196.13
TC-CBF,overtaking,1,1,0,7.601,0.999,0.997,2.6696,200.6
TC-CBF,overtaking,2,2,0,8.435,0.9946,1.0067,2.6686,198.67
TC-CBF,overtaking,3,3,0,8.64,0.9957,1.0189,2.6688,196.29
TC-CBF,overtaking,4,4,0,9.677,0.9951,1.0395,2.674,192.39
TC-CBF,overtaking,5,5,0,10.478,0.5928,0.9712,2.7348,205.94
TC-CBF,overtaking,6,6,0,10.311,0.992,1.0381,2.6685,192.67
TC-CBF,overtaking,7,7,0,8.648,0.9976,1.0193,2.6695,196.21
TC-CBF,overtaking,8,8,0,9.754,0.9938,1.0072,2.6996,198.56
TC-CBF,overtaking,9,9,0,9.446,0.995,1.0329,2.6689,193.63
TC-CBF,overtaking,10,10,0,8.602,0.9906,1.0043,2.6622,199.14
TC-CBF,overtaking,11,11,0,5.521,0.5849,0.8982,2.7106,222.68
TC-CBF,overtaking,12,12,0,9.077,0.9975,1.0324,2.6777,193.73
TC-CBF,overtaking,13,13,0,9.493,0.9968,1.0417,2.708,192.0
TC-CBF,overtaking,14,14,0,9.394,0.9977,1.0411,2.6736,192.1
TC-CBF,overtaking,15,15,0,8.835,0.9987,1.0275,2.6646,194.65
TC-CBF,overtaking,16,16,0,8.832,0.9966,1.0353,2.6664,193.18
TC-CBF,overtaking,17,17,0,8.065,0.9962,0.992,2.6668,201.61
TC-CBF,overtaking,18,18,0,7.82,0.999,1.0082,2.6593,198.38
TC-CBF,overtaking,19,19,0,9.551,0.991,1.0388,2.6758,192.53
TC-CBF,overtaking,20,20,0,9.511,0.9944,1.0403,2.6684,192.26
TC-CBF,overtaking,21,21,0,10.458,0.9946,1.0524,2.6636,190.05
TC-CBF,overtaking,22,22,0,8.104,0.9976,1.0212,2.6538,195.85
TC-CBF,overtaking,23,23,0,8.7,0.9986,1.014,2.6636,197.24
TC-CBF,overtaking,24,24,0,9.942,0.9937,1.0391,2.6862,192.47
TC-CBF,overtaking,25,25,0,7.839,0.995,0.8732,2.6711,229.04
TC-CBF,overtaking,26,26,0,10.545,0.9928,1.0432,2.6796,191.73
TC-CBF,overtaking,27,27,0,10.657,0.9925,1.0434,2.6734,191.68
TC-CBF,overtaking,28,28,0,10.272,0.9937,1.0454,2.6738,191.31
TC-CBF,overtaking,29,29,0,5.722,0.5918,0.907,2.6939,220.5
TC-CBF,overtaking,30,30,0,9.201,0.9961,1.0353,2.6645,193.18
TC-CBF,overtaking,31,31,0,10.092,0.9948,1.0403,2.6703,192.26
TC-CBF,overtaking,32,32,0,8.154,0.9977,1.0169,2.6559,196.67
TC-CBF,overtaking,33,33,0,10.81,0.5847,0.9752,2.7056,205.09
TC-CBF,overtaking,34,34,0,8.366,0.9975,1.0139,2.6513,197.26
TC-CBF,overtaking,35,35,0,9.942,0.9932,1.0477,2.6754,190.89
TC-CBF,overtaking,36,36,0,10.8,0.707,0.9895,2.7423,202.11
TC-CBF,overtaking,37,37,0,8.967,0.9919,1.0182,2.6723,196.42
TC-CBF,overtaking,38,38,0,8.3,0.9987,1.0074,2.6596,198.54
TC-CBF,overtaking,39,39,0,7.649,1.0,0.9908,2.6578,201.86
TC-CBF,overtaking,40,40,0,9.147,0.994,1.0269,2.6625,194.76
TC-CBF,overtaking,41,41,0,5.861,0.593,0.9242,2.6967,216.41
TC-CBF,overtaking,42,42,0,8.016,0.9962,0.9955,2.6646,200.91
TC-CBF,overtaking,43,43,0,7.8,0.6145,0.954,2.7034,209.65
TC-CBF,overtaking,44,44,0,8.55,0.9988,1.0277,2.6696,194.61
TC-CBF,overtaking,45,45,0,8.427,0.9989,1.0214,2.664,195.81
TC-CBF,overtaking,46,46,0,10.007,0.9958,1.044,2.6849,191.57
TC-CBF,overtaking,47,47,0,8.394,0.9989,1.0195,2.6727,196.18
TC-CBF,overtaking,48,48,0,8.763,0.9987,1.0245,2.6632,195.21
TC-CBF,overtaking,49,49,0,8.643,0.9976,1.0217,2.6651,195.75
CC-CBF,static_obstacles,0,0,0,13.431,1.0,0.9512,2.6819,210.25
CC-CBF,static_obstacles,1,1,0,12.91,1.0,0.9288,2.6732,215.33
CC-CBF,static_obstacles,2,2,0,12.994,1.0,0.948,2.6806,210.96
CC-CBF,static_obstacles,3,3,0,12.404,1.0,0.9219,2.6769,216.95
CC-CBF,static_obstacles,4,4,0,13.16,1.0,0.9438,2.6827,211.92
CC-CBF,static_obstacles,5,5,0,12.593,1.0,0.9568,2.673,209.02
CC-CBF,static_obstacles,6,6,0,13.042,1.0,0.9485,2.6861,210.85
CC-CBF,static_obstacles,7,7,0,12.423,1.0,0.9288,2.6683,215.32
CC-CBF,static_obstacles,8,8,0,12.497,1.0,0.9211,2.6758,217.13
CC-CBF,static_obstacles,9,9,0,12.797,1.0,0.9284,2.6677,215.41
CC-CBF,static_obstacles,10,10,0,12.731,1.0,0.9304,2.6687,214.95
CC-CBF,static_obstacles,11,11,0,12.907,1.0,0.9481,2.6823,210.95
CC-CBF,static_obstacles,12,12,0,12.707,1.0,0.9418,2.6796,212.35
CC-CBF,static_obstacles,13,13,0,12.425,1.0,0.9377,2.6761,213.28
CC-CBF,static_obstacles,14,14,0,12.839,1.0,0.9189,2.6723,217.66
CC-CBF,static_obstacles,15,15,0,13.395,1.0,0.9655,2.6746,207.15
CC-CBF,static_obstacles,16,16,0,12.843,1.0,0.9359,2.6746,213.7
CC-CBF,static_obstacles,17,17,0,12.085,1.0,0.9202,2.6636,217.35
CC-CBF,static_obstacles,18,18,0,12.898,1.0,0.9302,2.6691,215.0
CC-CBF,static_obstacles,19,19,0,12.631,1.0,0.9526,2.6848,209.95
CC-CBF,static_obstacles,20,20,0,13.16,1.0,0.9356,2.6821,213.76
CC-CBF,static_obstacles,21,21,0,12.81,1.0,0.9316,2.6768,214.68
CC-CBF,static_obstacles,22,22,0,13.082,1.0,0.9409,2.6788,212.56
CC-CBF,static_obstacles,23,23,0,12.612,1.0,0.9373,2.6739,213.37
CC-CBF,static_obstacles,24,24,0,12.597,1.0,0.9292,2.6737,215.23
CC-CBF,static_obstacles,25,25,0,12.909,1.0,0.9269,2.6704,215.77
CC-CBF,static_obstacles,26,26,0,13.314,1.0,0.9396,2.6807,212.85
CC-CBF,static_obstacles,27,27,0,12.851,1.0,0.9523,2.679,210.03
CC-CBF,static_obstacles,28,28,0,12.234,1.0,0.9049,2.6659,221.01
CC-CBF,static_obstacles,29,29,0,12.629,1.0,0.9488,2.6786,210.8
CC-CBF,static_obstacles,30,30,0,12.692,1.0,0.9277,2.6716,215.59
CC-CBF,static_obstacles,31,31,0,12.982,1.0,0.9434,2.6803,212.01
CC-CBF,static_obstacles,32,32,0,13.097,1.0,0.9488,2.6855,210.8
CC-CBF,static_obstacles,33,33,0,12.939,1.0,0.9305,2.6684,214.94
CC-CBF,static_obstacles,34,34,0,12.521,1.0,0.9442,2.6762,211.82
CC-CBF,static_obstacles,35,35,0,13.042,1.0,0.951,2.6742,210.31
CC-CBF,static_obstacles,36,36,0,12.552,1.0,0.9091,2.6601,219.99
CC-CBF,static_obstacles,37,37,0,13.468,1.0,0.9538,2.6799,209.69
CC-CBF,static_obstacles,38,38,0,12.316,1.0,0.9414,2.6607,212.45
CC-CBF,static_obstacles,39,39,0,12.729,1.0,0.9414,2.6723,212.45
CC-CBF,static_obstacles,40,40,0,12.959,1.0,0.9442,2.6763,211.82
CC-CBF,static_obstacles,41,41,0,12.789,1.0,0.9366,2.6676,213.54
CC-CBF,static_obstacles,42,42,0,13.056,1.0,0.9381,2.6716,213.19
CC-CBF,static_obstacles,43,43,0,12.997,1.0,0.95,2.6888,210.53
CC-CBF,static_obstacles,44,44,0,13.196,1.0,0.9442,2.6778,211.81
CC-CBF,static_obstacles,45,45,0,12.62,1.0,0.9405,2.6767,212.66
CC-CBF,static_obstacles,46,46,0,12.84,1.0,0.9649,2.6798,207.27
CC-CBF,static_obstacles,47,47,0,12.608,1.0,0.9343,2.6774,214.06
CC-CBF,static_obstacles,48,48,0,12.473,1.0,0.9496,2.6848,210.62
CC-CBF,static_obstacles,49,49,0,12.627,1.0,0.943,2.6763,212.1
C3BF,static_obstacles,0,0,0,11.75,0.001,0.8047,2.7739,248.55
C3BF,static_obstacles,1,1,0,10.448,0.0,0.7772,2.7614,257.35
C3BF,static_obstacles,2,2,0,11.146,0.0009,0.7951,2.7551,251.54
C3BF,static_obstacles,3,3,0,11.787,0.001,0.8166,2.7259,244.92
C3BF,static_obstacles,4,4,0,12.301,0.002,0.8071,2.8031,247.8
C3BF,static_obstacles,5,5,0,10.731,0.0019,0.7916,2.7478,252.66
C3BF,static_obstacles,6,6,0,10.74,0.0019,0.7682,2.7896,260.35
C3BF,static_obstacles,7,7,0,11.905,0.001,0.8179,2.7881,244.52
C3BF,static_obstacles,8,8,0,12.67,0.001,0.8088,2.7477,247.27
C3BF,static_obstacles,9,9,0,12.239,0.0009,0.7972,2.7539,250.87
C3BF,static_obstacles,10,10,0,11.343,0.0019,0.7907,2.7766,252.96
C3BF,static_obstacles,11,11,0,11.267,0.0,0.8013,2.7504,249.6
C3BF,static_obstacles,12,12,0,11.268,0.0009,0.7875,2.7652,253.96
C3BF,static_obstacles,13,13,0,11.061,0.002,0.7994,2.7664,250.19
C3BF,static_obstacles,14,14,0,12.326,0.002,0.7885,2.7953,253.64
C3BF,static_obstacles,15,15,0,12.327,0.0019,0.8054,2.729,248.34
C3BF,static_obstacles,16,16,0,10.573,0.0,0.782,2.7593,255.77
C3BF,static_obstacles,17,17,0,10.987,0.0018,0.7757,2.7583,257.83
C3BF,static_obstacles,18,18,0,10.753,0.0,0.7994,2.7708,250.2
C3BF,static_obstacles,19,19,0,18.076,0.9952,0.8129,2.7324,246.03
C3BF,static_obstacles,20,20,0,11.402,0.0019,0.7855,2.7427,254.6
C3BF,static_obstacles,21,21,0,11.17,0.002,0.7982,2.7655,250.55
C3BF,static_obstacles,22,22,0,11.209,0.0,0.802,2.7897,249.39
C3BF,static_obstacles,23,23,0,10.887,0.001,0.7928,2.7859,252.26
C3BF,static_obstacles,24,24,0,11.657,0.0019,0.7993,2.7467,250.22
C3BF,static_obstacles,25,25,0,13.121,0.002,0.8136,2.7605,245.82
C3BF,static_obstacles,26,26,0,10.658,0.0018,0.7815,2.7313,255.92
C3BF,static_obstacles,27,27,0,11.491,0.0009,0.7874,2.7548,254.0
C3BF,static_obstacles,28,28,0,10.952,0.0019,0.7714,2.7986,259.27
C3BF,static_obstacles,29,29,0,12.557,0.002,0.8095,2.8205,247.08
C3BF,static_obstacles,30,30,0,12.762,0.002,0.808,2.8079,247.52
C3BF,static_obstacles,31,31,0,19.245,1.0,0.815,2.7346,245.4
C3BF,static_obstacles,32,32,0,11.153,0.0009,0.8028,2.759,249.14
C3BF,static_obstacles,33,33,0,11.786,0.001,0.798,2.7727,250.62
C3BF,static_obstacles,34,34,0,10.793,0.0019,0.7839,2.7574,255.14
C3BF,static_obstacles,35,35,0,11.326,0.0019,0.7932,2.7512,252.15
C3BF,static_obstacles,36,36,0,10.805,0.002,0.7935,2.776,252.06
C3BF,static_obstacles,37,37,0,11.566,0.002,0.7925,2.8042,252.38
C3BF,static_obstacles,38,38,0,11.283,0.001,0.8014,2.7425,249.57
C3BF,static_obstacles,39,39,0,13.338,0.001,0.8228,2.8083,243.07
C3BF,static_obstacles,40,40,0,11.163,0.0019,0.7906,2.7922,252.98
C3BF,static_obstacles,41,41,0,12.007,0.001,0.8015,2.7958,249.53
C3BF,static_obstacles,42,42,0,10.779,0.0009,0.7832,2.7476,255.35
C3BF,static_obstacles,43,43,0,12.279,0.001,0.8225,2.7798,243.18
C3BF,static_obstacles,44,44,0,10.811,0.001,0.7899,2.7885,253.18
C3BF,static_obstacles,45,45,0,12.901,0.001,0.8136,2.7808,245.83
C3BF,static_obstacles,46,46,0,19.474,1.0,0.831,2.7655,240.67
C3BF,static_obstacles,47,47,0,11.44,0.001,0.8117,2.7547,246.4
C3BF,static_obstacles,48,48,0,10.993,0.0019,0.788,2.7635,253.82
C3BF,static_obstacles,49,49,0,11.244,0.001,0.7944,2.7652,251.76
Rule-COLREG,static_obstacles,0,0,0,10.971,1.0,0.9696,2.6529,206.27
Rule-COLREG,static_obstacles,1,1,0,11.055,1.0,0.9523,2.6601,210.02
Rule-COLREG,static_obstacles,2,2,0,10.956,1.0,0.9661,2.6607,207.01
Rule-COLREG,static_obstacles,3,3,0,10.613,1.0,0.9433,2.6635,212.02
Rule-COLREG,static_obstacles,4,4,0,11.12,1.0,0.963,2.6542,207.69
Rule-COLREG,static_obstacles,5,5,0,10.566,1.0,0.9743,2.6505,205.29
Rule-COLREG,static_obstacles,6,6,0,11.045,1.0,0.9706,2.6603,206.05
Rule-COLREG,static_obstacles,7,7,0,10.6,1.0,0.9475,2.6517,211.08
Rule-COLREG,static_obstacles,8,8,0,10.408,1.0,0.9449,2.6559,211.67
Rule-COLREG,static_obstacles,9,9,0,10.618,1.0,0.9556,2.6594,209.3
Rule-COLREG,static_obstacles,10,10,0,10.788,1.0,0.9545,2.6557,209.54
Rule-COLREG,static_obstacles,11,11,0,10.938,1.0,0.9682,2.6569,206.58
Rule-COLREG,static_obstacles,12,12,0,10.554,1.0,0.9665,2.6528,206.92
Rule-COLREG,static_obstacles,13,13,0,10.468,1.0,0.9577,2.6569,208.83
Rule-COLREG,static_obstacles,14,14,0,10.831,1.0,0.9484,2.6559,210.88
Rule-COLREG,static_obstacles,15,15,0,11.229,1.0,0.9788,2.6569,204.32
Rule-COLREG,static_obstacles,16,16,0,10.875,1.0,0.9599,2.6559,208.36
Rule-COLREG,static_obstacles,17,17,0,10.328,1.0,0.9424,2.6593,212.22
Rule-COLREG,static_obstacles,18,18,0,10.93,1.0,0.9538,2.6592,209.68
Rule-COLREG,static_obstacles,19,19,0,10.625,1.0,0.9713,2.6602,205.9
Rule-COLREG,static_obstacles,20,20,0,10.984,1.0,0.9609,2.6582,208.14
Rule-COLREG,static_obstacles,21,21,0,10.796,1.0,0.9531,2.6527,209.84
Rule-COLREG,static_obstacles,22,22,0,10.893,1.0,0.9603,2.6598,208.26
Rule-COLREG,static_obstacles,23,23,0,10.802,1.0,0.9592,2.6647,208.52
