controller,scenario,trial,seed,collision,min_separation,colreg_compliance,path_efficiency,avg_speed,path_length
Rule-COLREG,static_obstacles,24,24,0,10.669,1.0,0.9508,2.656,210.36
Rule-COLREG,static_obstacles,25,25,0,10.995,1.0,0.9503,2.6539,210.46
Rule-COLREG,static_obstacles,26,26,0,11.26,1.0,0.962,2.6535,207.91
Rule-COLREG,static_obstacles,27,27,0,10.917,1.0,0.9698,2.6593,206.23
Rule-COLREG,static_obstacles,28,28,0,10.377,1.0,0.9387,2.6549,213.06
Rule-COLREG,static_obstacles,29,29,0,10.597,1.0,0.9663,2.6517,206.97
Rule-COLREG,static_obstacles,30,30,0,10.722,1.0,0.9455,2.6506,211.52
Rule-COLREG,static_obstacles,31,31,0,11.098,1.0,0.9623,2.6594,207.84
Rule-COLREG,static_obstacles,32,32,0,10.942,1.0,0.9672,2.656,206.78
Rule-COLREG,static_obstacles,33,33,0,10.976,1.0,0.9567,2.6478,209.05
Rule-COLREG,static_obstacles,34,34,0,10.562,1.0,0.9632,2.6586,207.65
Rule-COLREG,static_obstacles,35,35,0,11.078,1.0,0.9693,2.6519,206.33
Rule-COLREG,static_obstacles,36,36,0,10.843,1.0,0.9346,2.6533,213.99
Rule-COLREG,static_obstacles,37,37,0,11.4,1.0,0.9728,2.6561,205.59
Rule-COLREG,static_obstacles,38,38,0,10.555,1.0,0.9593,2.6509,208.49
Rule-COLREG,static_obstacles,39,39,0,10.579,1.0,0.958,2.6612,208.77
Rule-COLREG,static_obstacles,40,40,0,10.838,1.0,0.9645,2.6498,207.35
Rule-COLREG,static_obstacles,41,41,0,10.748,1.0,0.9562,2.6459,209.16
Rule-COLREG,static_obstacles,42,42,0,10.945,1.0,0.9615,2.6513,208.0
Rule-COLREG,static_obstacles,43,43,0,10.949,1.0,0.9707,2.643,206.03
Rule-COLREG,static_obstacles,44,44,0,11.073,1.0,0.9655,2.6626,207.15
Rule-COLREG,static_obstacles,45,45,0,10.576,1.0,0.9605,2.6459,208.23
Rule-COLREG,static_obstacles,46,46,0,10.658,1.0,0.9828,2.6567,203.51
Rule-COLREG,static_obstacles,47,47,0,10.741,1.0,0.9531,2.6546,209.85
Rule-COLREG,static_obstacles,48,48,0,10.518,1.0,0.9699,2.6574,206.22
Rule-COLREG,static_obstacles,49,49,0,10.877,1.0,0.9633,2.6567,207.62
Geo-CRI,static_obstacles,0,0,1,0.0,0.328,0.9783,2.6782,204.43
Geo-CRI,static_obstacles,1,1,0,10.201,0.6209,0.9082,2.6759,220.23
Geo-CRI,static_obstacles,2,2,0,10.186,0.5078,0.9509,2.6691,210.32
Geo-CRI,static_obstacles,3,3,0,10.236,0.4742,1.0027,2.6971,199.45
Geo-CRI,static_obstacles,4,4,0,2.475,0.2845,1.0189,2.6778,196.28
Geo-CRI,static_obstacles,5,5,0,9.921,0.3768,0.9771,2.6757,204.69
Geo-CRI,static_obstacles,6,6,0,10.11,0.4525,1.002,2.6721,199.6
Geo-CRI,static_obstacles,7,7,0,10.215,0.4754,0.9917,2.6746,201.67
Geo-CRI,static_obstacles,8,8,0,10.263,0.4636,0.9903,2.7019,201.97
Geo-CRI,static_obstacles,9,9,0,10.241,0.43,0.9845,2.7396,203.14
Geo-CRI,static_obstacles,10,10,0,10.3,0.4181,1.0065,2.7429,198.71
Geo-CRI,static_obstacles,11,11,0,9.961,0.4635,0.9897,2.6643,202.08
Geo-CRI,static_obstacles,12,12,0,10.247,0.3868,0.9875,2.679,202.53
Geo-CRI,static_obstacles,13,13,0,10.228,0.386,0.9904,2.6747,201.94
Geo-CRI,static_obstacles,14,14,0,10.233,0.5128,0.9663,2.695,206.97
Geo-CRI,static_obstacles,15,15,0,9.42,0.3981,0.9825,2.6856,203.57
Geo-CRI,static_obstacles,16,16,0,10.015,0.545,0.9784,2.648,204.42
Geo-CRI,static_obstacles,17,17,0,10.229,0.4607,0.9956,2.6748,200.87
Geo-CRI,static_obstacles,18,18,0,10.162,0.6468,0.9127,2.6936,219.12
Geo-CRI,static_obstacles,19,19,0,10.195,0.4424,0.9848,2.6862,203.08
Geo-CRI,static_obstacles,20,20,0,10.3,0.3706,0.9808,2.7611,203.91
Geo-CRI,static_obstacles,21,21,0,10.236,0.4432,1.0087,2.6794,198.27
Geo-CRI,static_obstacles,22,22,0,10.201,0.5393,0.919,2.6802,217.63
Geo-CRI,static_obstacles,23,23,0,10.233,0.4099,1.0149,2.6793,197.07
Geo-CRI,static_obstacles,24,24,0,9.337,0.4317,0.9827,2.6726,203.52
Geo-CRI,static_obstacles,25,25,0,9.968,0.3941,0.9932,2.685,201.38
Geo-CRI,static_obstacles,26,26,0,10.264,0.37,1.0074,2.681,198.53
Geo-CRI,static_obstacles,27,27,0,4.354,0.2644,1.0225,2.7723,195.59
Geo-CRI,static_obstacles,28,28,0,10.259,0.416,0.9846,2.6694,203.14
Geo-CRI,static_obstacles,29,29,0,10.265,0.4422,0.9882,2.7649,202.39
Geo-CRI,static_obstacles,30,30,0,10.19,0.4108,0.9975,2.7086,200.51
Geo-CRI,static_obstacles,31,31,0,10.211,0.5871,0.9175,2.8718,217.98
Geo-CRI,static_obstacles,32,32,0,10.264,0.684,0.9254,2.6813,216.12
Geo-CRI,static_obstacles,33,33,0,10.24,0.4555,0.9738,2.6794,205.38
Geo-CRI,static_obstacles,34,34,0,10.205,0.391,1.0018,2.7863,199.64
Geo-CRI,static_obstacles,35,35,0,10.233,0.4024,1.0092,2.7853,198.18
Geo-CRI,static_obstacles,36,36,0,10.2,0.5412,0.978,2.6942,204.49
Geo-CRI,static_obstacles,37,37,0,9.152,0.3789,0.986,2.6638,202.85
Geo-CRI,static_obstacles,38,38,0,10.22,0.5019,0.9907,2.7288,201.87
Geo-CRI,static_obstacles,39,39,0,9.055,0.5165,0.9408,2.6708,212.59
Geo-CRI,static_obstacles,40,40,0,10.234,0.3722,1.0053,2.7252,198.95
Geo-CRI,static_obstacles,41,41,0,9.683,0.5088,1.0074,2.6648,198.53
Geo-CRI,static_obstacles,42,42,0,10.175,0.458,1.0105,2.7797,197.92
Geo-CRI,static_obstacles,43,43,0,9.077,0.5573,0.9412,2.6712,212.5
Geo-CRI,static_obstacles,44,44,0,8.17,0.4316,0.9612,2.6832,208.08
Geo-CRI,static_obstacles,45,45,0,10.311,0.4691,1.0042,2.7191,199.17
Geo-CRI,static_obstacles,46,46,0,10.221,0.5109,0.9549,2.7096,209.45
Geo-CRI,static_obstacles,47,47,0,10.244,0.4779,0.984,2.6992,203.25
Geo-CRI,static_obstacles,48,48,0,10.241,0.3902,0.989,2.7757,202.22
Geo-CRI,static_obstacles,49,49,0,10.23,0.5272,0.9888,2.6896,202.26
TC-CBF,static_obstacles,0,0,0,5.367,0.9811,0.4138,2.6861,483.36
TC-CBF,static_obstacles,1,1,0,7.22,0.762,0.7836,2.6995,255.23
TC-CBF,static_obstacles,2,2,0,3.932,0.5253,0.4075,2.7272,490.77
TC-CBF,static_obstacles,3,3,0,4.275,0.9975,0.4171,2.6645,479.48
TC-CBF,static_obstacles,4,4,0,6.173,0.7628,0.6384,2.7066,313.29
TC-CBF,static_obstacles,5,5,0,5.36,0.4963,0.4069,2.7316,491.56
TC-CBF,static_obstacles,6,6,0,5.449,0.9123,0.4168,2.6664,479.82
TC-CBF,static_obstacles,7,7,0,4.87,0.5318,0.408,2.7245,490.24
TC-CBF,static_obstacles,8,8,0,5.381,0.9961,0.4115,2.7009,486.03
TC-CBF,static_obstacles,9,9,0,4.726,0.9358,0.4142,2.683,482.8
TC-CBF,static_obstacles,10,10,0,3.949,0.9589,0.4111,2.7038,486.55
TC-CBF,static_obstacles,11,11,0,9.436,0.7218,0.707,2.6969,282.9
TC-CBF,static_obstacles,12,12,0,4.838,0.6551,0.4091,2.7164,488.82
TC-CBF,static_obstacles,13,13,0,4.59,0.517,0.4119,2.6984,485.57
TC-CBF,static_obstacles,14,14,0,4.636,0.9176,0.413,2.6912,484.29
TC-CBF,static_obstacles,15,15,0,5.557,0.4517,0.4072,2.7294,491.16
TC-CBF,static_obstacles,16,16,0,9.299,0.7643,0.8694,2.6921,230.04
TC-CBF,static_obstacles,17,17,0,5.34,0.9321,0.4149,2.679,482.08
TC-CBF,static_obstacles,18,18,0,5.288,0.6635,0.4044,2.748,494.5
TC-CBF,static_obstacles,19,19,0,7.522,0.574,0.4034,2.7554,495.83
TC-CBF,static_obstacles,20,20,0,4.564,0.6502,0.407,2.7307,491.39
TC-CBF,static_obstacles,21,21,0,7.728,0.5087,0.4078,2.7251,490.39
TC-CBF,static_obstacles,22,22,0,7.126,0.7128,0.6345,2.7126,315.19
TC-CBF,static_obstacles,23,23,0,3.203,0.9065,0.4076,2.7268,490.7
TC-CBF,static_obstacles,24,24,0,9.024,0.9405,0.6197,2.673,322.76
TC-CBF,static_obstacles,25,25,0,4.218,0.9467,0.4128,2.6925,484.52
TC-CBF,static_obstacles,26,26,0,4.456,0.6169,0.4029,2.759,496.42
TC-CBF,static_obstacles,27,27,0,6.442,0.5873,0.4066,2.7337,491.93
TC-CBF,static_obstacles,28,28,0,0.301,0.8057,0.6992,2.6922,286.04
TC-CBF,static_obstacles,29,29,0,3.522,0.9313,0.4119,2.6983,485.57
TC-CBF,static_obstacles,30,30,0,5.094,0.5153,0.4102,2.7098,487.62
TC-CBF,static_obstacles,31,31,0,6.711,0.6966,0.6754,2.7145,296.14
TC-CBF,static_obstacles,32,32,0,6.814,0.959,0.4177,2.6606,478.77
TC-CBF,static_obstacles,33,33,0,5.476,0.9547,0.4141,2.6839,482.97
TC-CBF,static_obstacles,34,34,0,5.154,0.5688,0.4111,2.7033,486.46
TC-CBF,static_obstacles,35,35,0,8.85,0.6855,0.8777,2.7019,227.87
TC-CBF,static_obstacles,36,36,0,3.102,0.8077,0.7122,2.7239,280.83
TC-CBF,static_obstacles,37,37,0,7.466,0.6792,0.6309,2.6865,317.01
TC-CBF,static_obstacles,38,38,0,5.564,0.6278,0.4038,2.7525,495.31
TC-CBF,static_obstacles,39,39,0,4.02,0.9266,0.4142,2.6831,482.82
TC-CBF,static_obstacles,40,40,0,4.815,0.5758,0.41,2.7109,487.82
TC-CBF,static_obstacles,41,41,0,8.173,0.9803,0.6614,2.6748,302.38
TC-CBF,static_obstacles,42,42,0,5.616,0.9883,0.4153,2.6763,481.61
TC-CBF,static_obstacles,43,43,0,9.337,0.9837,0.7544,2.6793,265.1
TC-CBF,static_obstacles,44,44,0,4.897,0.591,0.4091,2.7167,488.88
TC-CBF,static_obstacles,45,45,1,0.0,0.7748,0.5709,2.7113,350.3
TC-CBF,static_obstacles,46,46,0,8.914,0.6964,0.8475,2.7032,235.98
TC-CBF,static_obstacles,47,47,0,4.258,0.5038,0.4063,2.7355,492.24
TC-CBF,static_obstacles,48,48,0,8.003,0.693,0.7484,2.6885,267.23
TC-CBF,static_obstacles,49,49,1,0.0,0.7146,0.4069,2.7317,491.57
